MariaDB [(none)]> CREATE DATABASE szkola
    -> ;
Query OK, 1 row affected (0.01 sec)

MariaDB [(none)]> USE szkola
Database changed

MariaDB [szkola]> SOURCE uczniowie.txt
Query OK, 0 rows affected (0.16 sec)

Query OK, 652 rows affected (0.11 sec)
Records: 652  Duplicates: 0  Warnings: 0

MariaDB [szkola]> SHOW TABLES
    -> ;
+------------------+
| Tables_in_szkola |
+------------------+
| uczniowie        |
+------------------+
1 row in set (0.00 sec)

MariaDB [szkola]> SELECT * FROM uczniowie
    -> ;
+-------+------------+-----------------+------------+--------+-------------+-----------+-----------+--------+--------+----------+------------+
| nr    | imie       | nazwisko        | matematyka | fizyka | informatyka | angielski | geografia | chemia | polski | historia | wychowawca |
| 13895 | Michal     | Sliwa           |        2.3 |    1.2 |         4.1 |       3.8 |       5.9 |    5.2 |    4.8 |        4 | Zdanowicz  |
| 13896 | Roman      | Marek           |        3.7 |    3.6 |         4.7 |       3.1 |       5.6 |    4.8 |    1.8 |      5.3 | Drobson    |
| 13897 | Marcin     | Nowak           |        3.6 |    5.7 |         3.9 |         3 |       2.1 |    3.6 |    4.3 |        5 | Pies       |
| 13898 | Krzysztof  | Kot             |        5.9 |    3.1 |         3.8 |       5.5 |       5.8 |    5.3 |    4.5 |      2.2 | Wegier     |
| 13899 | Piotr      | Marek           |        1.7 |    1.5 |         4.3 |         5 |       3.1 |    5.6 |    5.5 |      5.9 | Krakowski  |
| 13900 | Jan        | Siwy            |        5.9 |    4.6 |         5.5 |       1.8 |       5.9 |      1 |    4.8 |      4.4 | Sek        |
| 13901 | Bartlomiej | Zawada          |        2.4 |    2.8 |         2.5 |       5.8 |       5.6 |    4.4 |    1.5 |      3.9 | Sek        |
| 13902 | Malgorzata | Kania           |        2.4 |    1.8 |         5.3 |       3.9 |       4.2 |    5.3 |    5.6 |        4 | Blachy     |
| 13903 | Robert     | Marek           |        4.4 |    1.6 |         4.6 |       4.3 |       3.3 |    2.9 |    5.4 |      5.7 | Drobson    |
| 13904 | Marek      | Stec            |        2.9 |    2.6 |         1.6 |       5.9 |       4.7 |    5.1 |    5.6 |      5.6 | Czech      |
| 13905 | Maria      | Oles            |        4.2 |    5.8 |         4.7 |       1.3 |       5.9 |    2.7 |    4.6 |      5.7 | Komar      |
| 13906 | Karol      | Rogoz           |        2.9 |    4.8 |           4 |       3.6 |       5.4 |    4.3 |    5.4 |      1.1 | Jung       |
| 13907 | Patryk     | Chudzik         |        1.5 |    3.3 |         2.6 |       4.9 |       4.1 |      4 |    4.9 |        1 | Ospala     |
| 13908 | Waldemar   | Kot             |        5.2 |    4.7 |         5.6 |       5.1 |         5 |    4.9 |    5.3 |      2.9 | Zawada     |
| 13909 | Agnieszka  | Zawada          |        2.3 |    3.4 |         5.3 |       5.9 |       2.8 |    3.5 |    1.1 |      5.2 | Kowal      |
| 13910 | Agnieszka  | Nowak           |        3.9 |      5 |         4.1 |       5.8 |       5.7 |    4.1 |    1.5 |      2.8 | Grodecki   |
| 13911 | Alina      | Augustynska     |          3 |      2 |         4.3 |       2.1 |       1.8 |    1.6 |    3.1 |      2.1 | Pala       |
| 13912 | Stefan     | Zawada          |        5.1 |    1.2 |         3.8 |       5.5 |       3.8 |    2.7 |    3.9 |      2.8 | Siema      |
| 13913 | Feliks     | Zawada          |        4.3 |      5 |           2 |       1.6 |         3 |    1.8 |    5.9 |      4.9 | Molenda    |
| 13914 | Zygmunt    | Siemieszko      |          3 |    3.4 |           1 |       2.4 |       1.9 |    4.2 |    1.1 |      5.5 | Armatys    |
| 13915 | Monika     | Zagrodzki       |        1.5 |    1.7 |         4.1 |       2.7 |       1.4 |    5.5 |    2.4 |      4.6 | Gruszka    |
| 13916 | Krzysztof  | Marek           |        5.3 |    3.9 |         4.7 |       1.7 |       3.4 |    2.7 |    4.3 |      4.6 | Maciarz    |
| 13917 | Janusz     | Nowak           |        1.2 |    3.9 |         4.9 |       3.2 |       5.4 |      3 |    4.5 |      4.9 | Zieba      |
| 13918 | Boleslaw   | Zawada          |          2 |    2.1 |         5.3 |       4.9 |       1.5 |    3.5 |    5.8 |      4.2 | Lesiak     |
| 13919 | Feliks     | lapka           |        3.4 |    1.8 |         3.9 |       5.9 |         3 |    2.8 |      5 |      5.4 | Czech      |
| 13920 | Iwona      | Iwo             |        4.1 |    5.5 |         4.2 |       3.7 |       4.5 |    4.6 |    4.8 |      4.8 | Jung       |
| 13921 | Feliks     | Szmigielska     |        2.4 |      6 |           1 |       3.9 |       2.6 |    1.2 |    1.9 |      1.9 | Jung       |
| 13922 | Jan        | Zawada          |        2.7 |    3.9 |           5 |       3.1 |       1.2 |    4.9 |    4.3 |      4.7 | Wegier     |
| 13923 | Feliks     | Chrusciel       |        3.2 |      3 |         5.1 |       2.9 |       1.3 |    4.5 |    1.1 |      3.3 | Wegier     |
| 13924 | Boleslaw   | Nowak           |        2.4 |    2.8 |         3.4 |       3.6 |         5 |    5.7 |      5 |      2.7 | Sewiolo    |
| 13925 | Zygmunt    | zelazny         |        1.3 |    1.4 |         5.5 |       3.7 |       5.7 |    3.1 |    1.9 |      5.1 | Pies       |
| 13926 | Jan        | Molenda         |        2.5 |    4.2 |           5 |         5 |       5.8 |    1.2 |    1.1 |      2.8 | Czeresnia  |
| 13927 | Michal     | Mazur           |        4.9 |    1.3 |         4.8 |       4.7 |       3.7 |    5.2 |    3.7 |      2.3 | sliwa      |
| 13928 | Wiktor     | Kot             |        5.4 |    3.7 |         5.3 |       4.8 |       1.7 |    3.8 |    5.8 |      5.8 | Jakubowski |
| 13929 | Szczepan   | Sobota          |        4.2 |    5.1 |         2.6 |       2.2 |         3 |    5.2 |    5.5 |      1.3 | Sek        |
| 13930 | Grzegorz   | Wasielak        |        3.5 |    4.8 |         2.4 |       5.3 |       2.7 |    2.9 |    3.1 |      1.5 | Godowski   |
| 13931 | Piotr      | Czarnek         |        4.5 |    1.4 |         3.1 |       3.2 |       5.1 |    2.7 |    4.3 |      2.2 | Siema      |
| 13932 | Krzysztof  | Klos            |        4.6 |    4.9 |         5.9 |       3.5 |       5.4 |    3.4 |      3 |      3.1 | Siema      |
| 13933 | Jacek      | Boduch          |        2.5 |    5.7 |         5.7 |       3.6 |         1 |    3.1 |    1.1 |      5.7 | Siwy       |
| 13934 | Anna       | Siemieszko      |        3.3 |      3 |         2.1 |       5.7 |       1.1 |    1.8 |    2.3 |        2 | Baj        |
| 13935 | Filip      | Siemieszko      |        1.7 |    2.8 |         1.8 |       5.9 |       1.2 |    1.4 |    5.5 |      2.5 | Maciarz    |
| 13936 | Piotr      | Pyla            |        2.3 |    4.8 |         5.8 |       4.8 |       3.5 |      5 |    2.3 |      5.5 | Czech      |
| 13937 | Anna       | Dudzinski       |          2 |      3 |         1.9 |       4.7 |       4.8 |      2 |    4.6 |      1.6 | Siema      |
| 13938 | Dominika   | Molenda         |        3.7 |    5.6 |         3.6 |       1.6 |       1.1 |    2.2 |    3.7 |      5.8 | Bialy      |
| 13939 | Jakub      | Molenda         |        1.7 |    4.7 |         4.2 |       5.5 |       4.2 |    2.2 |    1.9 |      2.6 | Kowal      |
| 13940 | Aleksandra | Gruca           |        3.2 |    3.8 |         3.6 |       2.4 |       3.9 |    5.7 |    4.3 |      3.1 | Komar      |
| 13941 | Katarzyna  | Bednarczyk      |        3.8 |    1.4 |         1.8 |       3.3 |       4.2 |    1.4 |      3 |      4.2 | Stalone    |
| 13942 | Marcelina  | Molenda         |        5.6 |    3.9 |         5.2 |       1.8 |       1.6 |    5.6 |    2.6 |      1.1 | Mleczko    |
| 13943 | Konstanty  | Nowak           |          2 |    4.8 |         2.6 |       5.3 |       4.6 |    1.1 |    5.9 |      5.5 | Baj        |
| 13944 | Miroslawa  | zelazny         |        1.1 |    4.7 |         1.1 |       2.2 |       5.5 |    3.4 |    2.8 |      5.9 | Siwy       |
| 13945 | Wiktor     | Pasieka         |        2.7 |    5.9 |         2.9 |       1.6 |       3.4 |    2.2 |    4.6 |      4.5 | Broda      |
| 13946 | Wiktor     | zelazny         |          5 |      3 |         4.2 |       4.6 |       1.7 |    1.5 |    4.9 |      2.1 | Wegier     |
| 13947 | Alina      | Szatylowicz     |        2.2 |    1.7 |         5.1 |       1.4 |       2.5 |    2.5 |    1.5 |      3.9 | Gruszka    |
| 13948 | Jan        | Dudek           |        4.2 |    2.7 |         4.7 |       5.7 |       4.4 |      4 |    4.7 |        1 | Stalone    |
| 13949 | Cecylia    | Nowak           |        4.3 |    3.7 |         3.4 |       5.4 |       3.1 |      5 |      4 |      3.8 | Drobson    |
| 13950 | Barbara    | Bialy           |        3.4 |    3.9 |         1.4 |       4.1 |       2.7 |    5.9 |    5.1 |      3.7 | Pies       |
| 13951 | Alina      | Winogrodzki     |        1.3 |    2.8 |           3 |       3.2 |       1.4 |    1.3 |    2.2 |      5.6 | Zawada     |
| 13952 | Monika     | Zawada          |        2.9 |    1.5 |         4.1 |       4.2 |         2 |    3.9 |    5.4 |      4.9 | Komar      |
| 13953 | Zygmunt    | Szczesny        |        5.9 |    1.2 |         4.3 |       2.4 |       3.4 |      2 |    4.1 |      2.4 | Armatys    |
| 13954 | Iwona      | lapka           |        4.5 |    5.5 |         4.5 |       4.1 |       4.1 |    2.2 |    1.2 |      4.4 | Koza       |
| 13955 | Iwona      | zelazny         |        2.1 |      4 |         3.9 |       5.5 |       2.3 |    1.2 |    3.4 |      4.3 | sliwa      |
| 13956 | Miroslawa  | lapka           |        2.4 |    5.2 |         2.6 |       2.1 |       4.3 |    5.8 |    5.3 |      4.1 | Koba       |
| 13957 | Boleslaw   | Marek           |        2.6 |    5.1 |         2.3 |       3.9 |       1.2 |    5.4 |    5.7 |      4.1 | Samson     |
| 13958 | Krzysztof  | Szczesny        |        2.2 |    5.1 |         1.6 |       3.2 |       2.3 |    1.2 |    4.5 |      5.7 | Siwy       |
| 13959 | Wiktor     | Famielec        |        2.7 |    1.8 |         2.6 |       3.5 |       1.4 |    5.1 |    4.5 |      3.6 | Jakubowski |
| 13960 | Sebastian  | Pawlik          |        2.3 |      5 |         5.7 |       3.2 |       3.7 |    2.7 |    1.1 |      5.3 | Jasiek     |
| 13961 | Rafal      | Chrusciel       |        4.8 |    1.3 |         1.6 |       1.2 |       2.1 |    5.1 |    3.3 |      5.4 | Gruszka    |
| 13962 | Katarzyna  | Slabiak         |        1.6 |    4.8 |         1.1 |       3.3 |       3.1 |    4.7 |    3.9 |      4.7 | Drobson    |
| 13963 | Maciej     | Orlowska        |          1 |    5.8 |           4 |       5.3 |       2.7 |    3.2 |      2 |        1 | Piwko      |
| 13964 | Jakub      | Bialy           |        3.7 |    4.1 |         4.4 |       4.6 |       4.8 |    5.2 |    2.8 |      2.5 | Piwko      |
| 13965 | Pawel      | Kot             |        3.2 |    5.7 |           5 |       3.4 |       4.5 |    5.7 |      3 |      5.9 | Stalone    |
| 13966 | Katarzyna  | Zimny           |        3.9 |    4.4 |         1.2 |       3.9 |       5.1 |    5.9 |    5.9 |        3 | Piwko      |
| 13967 | Jakub      | Eminowicz       |        3.2 |      2 |         2.4 |       3.3 |       2.6 |    5.4 |    2.5 |      2.3 | Baran      |
| 13968 | Szymon     | Nowak           |          4 |    4.2 |         2.2 |       1.9 |       5.3 |    3.9 |    4.3 |      5.7 | Baran      |
| 13969 | Pawel      | Trzebiatowski   |        1.6 |    3.1 |         1.4 |         1 |       2.1 |    1.2 |    3.8 |        2 | Kret       |
| 13970 | Wojciech   | Gwizdz          |        2.8 |    4.6 |           2 |       2.7 |       5.4 |    3.3 |    5.8 |      2.8 | Kowal      |
| 13971 | Agata      | Bobrowski       |        3.5 |    5.2 |         1.5 |       3.7 |       2.5 |      2 |      4 |      1.5 | Wegier     |
| 13972 | Barbara    | Szczesna        |        3.6 |    1.3 |         1.3 |       3.3 |       4.6 |    2.8 |    5.5 |      2.7 | Ospala     |
| 13973 | Jan        | Musiewicz       |        1.4 |    1.5 |         5.5 |       2.5 |       2.5 |    1.7 |    3.7 |      5.8 | Lesiak     |
| 13974 | Jan        | Czarnek         |        2.9 |    2.1 |         5.9 |       4.5 |       5.6 |    1.3 |    2.6 |      3.2 | sliwa      |
| 13975 | Stefan     | Piekarz         |        3.2 |    3.6 |         2.9 |       4.1 |       4.6 |    4.6 |    1.5 |      3.4 | Jung       |
| 13976 | Stefan     | Bialy           |        2.3 |    4.6 |         3.8 |       3.3 |       4.5 |    3.8 |      5 |      4.1 | Grodecki   |
| 13977 | Boleslaw   | Rojek           |        2.3 |    3.4 |           5 |         2 |         3 |    3.7 |      5 |      5.8 | Lesiak     |
| 13978 | Miroslawa  | Nowak           |          3 |    5.3 |         4.9 |       2.4 |       4.3 |    4.1 |    4.2 |      2.8 | Agat       |
| 13979 | Janusz     | Kolek           |        3.1 |    5.7 |         4.8 |       1.3 |       4.9 |    2.7 |      5 |      4.1 | Molenda    |
| 13980 | Jan        | Gawron          |        5.5 |      4 |         2.3 |       4.5 |         3 |    2.9 |    4.8 |      1.7 | Maciarz    |
| 13981 | Iwona      | Zawada          |        3.2 |    3.4 |         5.1 |       4.4 |       3.2 |    1.3 |      4 |      3.8 | Sewiolo    |
| 13982 | Krzysztof  | Wojtas          |        3.8 |    3.1 |         4.8 |         5 |       4.7 |    2.8 |    2.7 |      2.9 | Jung       |
| 13983 | Wiktor     | Taczuk          |        3.3 |    5.8 |         4.8 |       5.4 |         3 |    1.5 |    4.5 |      1.3 | Molenda    |
| 13984 | Michal     | Szczesny        |        1.6 |    2.1 |         5.1 |       3.5 |       4.9 |    3.8 |    1.5 |      2.8 | Lesiak     |
| 13985 | Joanna     | Stypula         |        3.7 |    1.5 |         4.5 |       2.6 |       1.3 |    5.5 |    5.5 |      1.6 | Sek        |
| 13986 | Karolina   | lapka           |        1.1 |    4.9 |         3.4 |       5.4 |       4.4 |    5.8 |    2.7 |      4.9 | Blachy     |
| 13987 | Barbara    | lapka           |        3.7 |    4.9 |         5.5 |         3 |       1.4 |    5.4 |    5.4 |      2.9 | Krakowski  |
| 13988 | Marek      | Molenda         |        2.1 |    4.1 |         5.5 |       2.1 |       2.8 |    5.8 |    3.7 |      1.1 | Baran      |
| 13989 | Marcin     | Ogrodniczak     |        1.8 |    1.1 |         2.3 |       1.2 |       2.2 |    5.6 |    3.4 |      3.1 | Wilk       |
| 13990 | Izabela    | Lechowska       |        3.2 |    2.4 |           5 |       2.9 |       1.8 |    2.1 |      1 |        5 | Kot        |
| 13991 | Joanna     | Bialy           |          4 |    4.4 |         3.7 |       4.4 |       1.5 |    3.7 |    4.6 |      3.9 | Drobson    |
| 13992 | Katarzyna  | Zajonc          |          4 |    2.4 |         5.5 |       1.5 |       2.2 |    3.5 |    4.9 |      4.5 | Samson     |
| 13993 | Agata      | Jasinski        |        4.2 |    4.4 |         3.2 |       2.2 |       2.9 |    1.5 |    3.4 |      4.4 | Rusek      |
| 13994 | Magdalena  | Chrusciel       |        3.6 |    2.3 |         2.2 |       2.1 |       2.8 |    5.2 |    1.8 |        4 | Krakowski  |
| 13995 | Magdalena  | Leszczynski     |        2.5 |      3 |         2.1 |       4.5 |       3.3 |    1.4 |    1.3 |      1.6 | Wegier     |
| 13996 | Iwona      | Toton           |        4.2 |    4.7 |         5.5 |         3 |       3.2 |    2.9 |    2.4 |      4.3 | sliwa      |
| 13997 | Monika     | Ospala          |        4.8 |    1.6 |           5 |       1.9 |       2.1 |    3.9 |    4.4 |      4.7 | Kowal      |
| 13998 | Zygmunt    | Bialy           |        2.6 |    1.9 |         4.5 |       5.3 |       3.7 |      6 |    3.6 |      2.5 | Zdanowicz  |
| 13999 | Stefan     | Pajak           |        4.5 |    3.1 |         4.3 |       5.3 |       5.3 |    2.9 |    3.1 |      2.3 | Kot        |
| 14000 | Iwona      | Szybowski       |          1 |    2.9 |         1.8 |       2.5 |       4.5 |    1.7 |      5 |      4.1 | Zdanowicz  |
| 14001 | Stefan     | Borowicz        |        1.1 |    5.6 |         1.8 |       3.8 |         3 |    5.7 |    2.7 |      2.3 | Pala       |
| 14002 | Monika     | Muszynska       |        2.6 |    3.1 |         2.7 |       4.1 |       1.4 |    1.6 |    2.9 |      5.5 | Stalone    |
| 14003 | Miroslawa  | Wiensak         |        1.8 |    5.2 |         2.3 |       2.5 |       5.7 |    1.8 |    2.6 |      4.6 | Godowski   |
| 14004 | Miroslawa  | zelazny         |        1.1 |    1.5 |         5.1 |       1.9 |       5.5 |      5 |      4 |      3.8 | Kowal      |
| 14005 | Boleslaw   | Siemieszko      |        3.4 |      1 |         3.5 |       1.8 |       2.9 |    5.7 |    2.4 |      2.2 | Rusek      |
| 14006 | Iwona      | Cieslik         |        3.4 |    2.2 |         5.7 |       1.9 |       2.6 |    1.2 |    4.2 |      5.8 | Stalone    |
| 14007 | Iwona      | Broniek         |        2.9 |    4.4 |         1.9 |       5.2 |       2.2 |    1.9 |    3.4 |      5.9 | Blachy     |
| 14008 | lukasz     | Molenda         |        3.1 |    5.6 |         1.4 |       2.3 |       2.7 |    5.4 |    1.5 |      4.7 | Godowski   |
| 14009 | Jan        | Jasinski        |        2.6 |    2.4 |         2.1 |       5.2 |       5.9 |    2.2 |    2.9 |      2.1 | Jung       |
| 14010 | Dominik    | zelazny         |        1.4 |    5.8 |         3.5 |       5.4 |       2.3 |    3.2 |    1.9 |      3.4 | Bialy      |
| 14011 | Wojciech   | Kobus           |        5.5 |    4.1 |         3.5 |       5.6 |       5.6 |    2.1 |    2.6 |      1.4 | Broda      |
| 14012 | Pawel      | Nowak           |        3.2 |      3 |         5.2 |       4.4 |         4 |      2 |    5.5 |      5.9 | Koba       |
| 14013 | Rafal      | Wrobel          |        1.4 |    4.2 |         5.2 |       4.7 |       3.8 |    5.8 |    2.4 |      1.8 | Wegier     |
| 14014 | Teresa     | Basista         |        3.1 |    3.5 |         2.6 |       5.7 |       1.1 |    3.2 |    4.9 |        3 | Kowal      |
| 14015 | Agnieszka  | Butscher        |        2.8 |    2.6 |         1.1 |       2.6 |       5.4 |      4 |    1.8 |      4.9 | Drobson    |
| 14016 | Karol      | Nowak           |        4.9 |    1.5 |         4.5 |       4.4 |       5.8 |    5.2 |    1.8 |      3.6 | Pala       |
| 14017 | Helena     | Siemieszko      |        2.7 |    1.3 |         4.9 |       3.1 |       2.3 |    1.7 |    3.8 |      2.9 | Sek        |
| 14018 | Paulina    | Kucharski       |        3.8 |    2.4 |         3.6 |       4.3 |       1.8 |    4.7 |    3.2 |      1.2 | Kot        |
| 14019 | Kamila     | Chrusciel       |        4.1 |    5.1 |         1.7 |       3.6 |         3 |      4 |    1.3 |      1.6 | Armatys    |
| 14020 | Aleksandra | Kot             |        5.8 |      6 |         5.6 |       1.9 |       5.2 |    2.2 |      4 |      4.9 | Jakubowski |
| 14021 | Miroslawa  | Siuta           |        5.4 |    4.7 |         1.6 |       4.2 |       5.6 |    4.8 |    4.5 |      2.1 | Zieba      |
| 14022 | Alina      | Cwik            |        1.5 |    5.9 |         5.1 |       4.1 |       5.7 |    4.8 |    3.6 |      2.7 | Molenda    |
| 14023 | Barbara    | Chrusciel       |        4.6 |    1.3 |         5.4 |         3 |       2.4 |    1.9 |    1.9 |      4.1 | Baran      |
